gender,churn,monthly_bill_capped,internet_usage_gb_capped,call_minutes_capped,support_tickets_capped,tenure_months,financial_risk,education_level_encoded,contract_type_encoded,emp_Employed,emp_Retired,emp_Self-Employed,emp_Student,emp_Unemployed,feedback_category,count_billing,count_support,count_helpful,count_poor,count_expensive,count_unreliable,count_happy,count_satisfied,count_drops,count_slow,monthly_income_scaled,age_scaled,anomaly_pay_not_use,anomaly_happy_leaver,anomaly_genz_call_enthusiast,city_Faisalabad,city_Gujranwala,city_Hyderabad,city_Islamabad,city_Karachi,city_Lahore,city_Multan,city_Peshawar,city_Quetta,city_Rawalpindi,city_Sialkot
1,0,4617.0,15.2,311.0,2,81,0,0,2,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.193,0.7903225806451613,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,4401.0,5.4,198.0,1,81,0,3,2,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.27263157894736845,0.41935483870967744,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,5301.0,14.1,132.0,1,81,0,0,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.47876842105263157,0.5161290322580645,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3195.0,19.0,122.0,0,81,0,4,1,False,True,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.18918947368421052,0.6935483870967742,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,5543.0,11.4,324.0,1,81,0,3,1,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.1743684210526316,0.532258064516129,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,8489.0,8.7,139.0,2,80,0,4,0,False,False,False,False,True,1,0,0,0,0,0,0,0,0,0,1,0.10521052631578948,0.12903225806451613,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,6392.0,40.2,58.0,3,80,0,4,1,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.30596842105263156,0.4838709677419355,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1822.0,23.5,185.0,2,80,0,2,2,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.2765263157894737,0.532258064516129,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,4710.0,25.7,252.0,1,80,0,2,0,False,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0.47129473684210527,0.24193548387096775,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,4849.0,44.3,99.0,1,80,0,1,0,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0.16550526315789474,0.3548387096774194,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,3704.0,14.1,377.0,0,80,0,3,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.48945263157894736,0.5483870967741935,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,4902.0,22.7,197.0,1,80,0,1,0,False,True,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.4484,0.1935483870967742,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,3478.0,16.4,229.0,0,80,0,0,0,False,False,False,True,False,1,0,0,0,0,0,1,0,0,0,0,0.21206315789473684,0.06451612903225806,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,3723.0,3.0,119.0,2,80,0,1,0,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0.15734736842105262,0.7096774193548387,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3763.0,19.6,182.0,2,80,0,2,2,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0.20963157894736842,0.3225806451612903,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,6438.0,10.5,231.0,2,80,0,3,0,False,True,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.08187368421052632,0.6935483870967742,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,3082.0,18.9,166.0,2,80,0,4,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.6256842105263158,0.7903225806451613,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,2254.0,22.7,105.0,5,80,0,1,0,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.1412421052631579,0.2903225806451613,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1961.0,29.4,339.0,0,80,0,1,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.27566315789473683,0.3387096774193548,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2592.0,12.8,198.0,1,80,0,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.3058736842105263,0.8064516129032258,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,3325.0,8.9,250.0,2,80,0,2,2,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.37507368421052634,0.3548387096774194,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3606.0,14.0,122.0,0,80,0,0,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.34930526315789473,0.2903225806451613,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3166.0,35.2,14.0,0,80,0,1,1,False,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0.2847789473684211,0.08064516129032258,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,5998.0,50.099999999999994,310.0,0,80,0,0,2,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.2251157894736842,0.6290322580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2554.0,33.9,94.0,1,80,0,2,2,False,False,False,False,True,2,0,1,1,0,0,0,0,0,0,0,0.09416842105263158,0.08064516129032258,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,13776.125,15.7,315.0,1,80,1,1,2,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.10632631578947369,0.08064516129032258,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,3022.0,2.1,234.0,3,80,0,1,2,False,True,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.09222105263157895,0.0967741935483871,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,5876.0,7.8,152.0,3,80,0,3,2,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.08601052631578947,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,4086.0,19.0,318.0,2,80,0,0,0,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.27235789473684213,0.46774193548387094,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,5621.0,32.5,144.0,1,80,0,2,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.30202105263157897,0.25806451612903225,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,7958.0,7.7,240.0,1,80,0,3,2,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.26473684210526316,0.6774193548387096,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,7007.0,10.0,168.0,0,80,0,2,0,False,False,True,False,False,2,0,1,1,0,0,0,0,0,0,0,0.3185578947368421,0.7419354838709677,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1962.0,26.7,235.0,0,80,0,2,2,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.1752,0.06451612903225806,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,6364.0,26.9,48.0,1,80,0,2,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.12373684210526316,0.7419354838709677,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1040.0,9.8,69.0,1,80,0,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.48553684210526316,0.6129032258064516,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,12084.0,10.7,281.0,3,79,0,2,2,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.11921052631578948,0.20967741935483872,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,11351.0,19.9,123.0,2,79,0,1,0,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0.2735157894736842,0.03225806451612903,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,4033.0,26.7,236.0,2,79,0,0,0,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.5801684210526316,0.1935483870967742,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,7350.0,21.6,135.0,0,79,0,2,0,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.11568421052631579,0.3870967741935484,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,4370.0,10.2,196.0,1,79,0,3,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.08011578947368421,0.43548387096774194,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,12419.0,16.2,261.0,1,79,0,4,0,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.12793684210526315,0.25806451612903225,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,7756.0,15.1,162.0,2,79,0,3,1,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.22047368421052632,0.7419354838709677,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,3212.0,16.8,71.0,0,79,0,2,2,False,False,False,True,False,1,0,0,0,1,0,0,0,0,0,0,0.13891578947368421,0.08064516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,4620.0,16.9,32.0,1,79,0,3,0,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.055,0.6451612903225806,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,4219.0,15.8,17.0,0,79,0,3,2,False,True,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.102,0.46774193548387094,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1044.0,41.8,97.0,1,79,0,2,2,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.06685263157894737,0.14516129032258066,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,6345.0,13.1,113.0,1,79,0,2,0,False,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0.21265263157894737,0.7096774193548387,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,2638.0,11.1,48.0,0,79,0,2,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.039947368421052634,0.6290322580645161,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3507.0,16.6,123.0,2,79,0,2,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,0.13029473684210527,0.22580645161290322,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,13776.125,33.6,355.0,2,79,0,4,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.5600421052631579,0.0967741935483871,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,6356.0,23.0,175.0,1,79,0,0,1,False,True,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.11617894736842105,0.03225806451612903,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,9936.0,10.5,234.0,1,79,0,3,2,False,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0.21246315789473685,0.5967741935483871,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,2770.0,21.8,112.0,4,79,0,3,2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0.2603473684210526,0.3548387096774194,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2580.0,16.8,119.0,1,79,0,1,0,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.15373684210526317,0.7903225806451613,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2923.0,12.6,295.0,1,79,0,1,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.30898947368421054,0.7419354838709677,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,5382.0,39.4,159.0,0,79,0,0,1,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.515378947368421,0.14516129032258066,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1915.0,12.6,150.0,3,79,0,3,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.2632315789473684,0.5645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3719.0,13.6,249.0,0,79,0,2,2,False,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0.055189473684210524,0.24193548387096775,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,4762.0,17.7,428.5,2,79,0,3,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.12222105263157895,0.3225806451612903,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,3681.0,3.0,180.0,0,79,0,1,0,False,True,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.18406315789473685,0.5161290322580645,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,3822.0,29.3,73.0,1,79,0,2,0,False,True,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.11277894736842105,0.5645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,7413.0,7.2,409.0,1,79,0,2,2,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.19228421052631578,0.3387096774193548,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,9321.0,6.0,136.0,1,79,0,2,1,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.40942105263157896,0.0967741935483871,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,3345.0,6.2,379.0,3,79,0,2,0,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0.1895578947368421,0.3225806451612903,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,3962.0,20.4,428.5,2,79,0,0,0,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.32009473684210527,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,10666.0,23.1,170.0,0,78,0,0,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.4944,0.3225806451612903,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,9402.0,16.1,208.0,0,78,0,4,2,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.26065263157894736,0.532258064516129,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,9481.0,10.6,428.5,1,78,0,2,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.14670526315789473,0.3387096774193548,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1563.0,35.8,274.0,0,78,0,1,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.5310631578947368,0.03225806451612903,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,2320.0,28.0,210.0,2,78,0,3,0,False,False,False,True,False,2,0,1,1,0,0,0,0,0,0,0,0.24965263157894738,0.1774193548387097,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3895.0,14.0,199.0,2,78,0,2,2,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.4716947368421053,0.7580645161290323,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,2603.0,15.8,220.0,2,78,0,1,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.2649578947368421,0.1774193548387097,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1103.0,41.6,247.0,1,78,0,3,1,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.7160328947368421,0.5806451612903226,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1556.0,26.5,428.5,0,78,0,1,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.01396842105263158,0.12903225806451613,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,3804.0,29.9,367.0,2,78,0,0,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.09048421052631579,0.7258064516129032,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2586.0,23.6,30.0,1,78,0,4,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.13534736842105263,0.6935483870967742,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2369.0,10.7,131.0,1,78,0,1,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.47938947368421053,0.11290322580645161,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,3170.0,10.0,119.0,3,78,0,3,2,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.653621052631579,0.11290322580645161,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,2234.0,23.1,114.0,2,78,0,4,0,False,False,False,False,True,1,0,0,0,0,0,1,0,0,0,0,0.020894736842105265,0.3387096774193548,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3266.0,4.8,134.0,1,78,0,4,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.2158421052631579,0.3064516129032258,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,4931.0,11.1,309.0,0,78,0,2,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.3926,0.6290322580645161,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,12915.0,24.9,257.0,1,78,0,1,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.16685263157894736,0.3548387096774194,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,5211.0,22.6,416.0,1,78,0,3,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.12233684210526316,0.7258064516129032,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,5420.0,13.3,275.0,2,78,0,1,0,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0.14058947368421051,0.8064516129032258,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,4294.0,31.3,89.0,1,78,0,0,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.1321578947368421,0.5645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,4846.0,11.5,401.0,2,78,0,0,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.1421578947368421,0.27419354838709675,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,4980.0,11.6,428.5,0,78,0,2,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.14798947368421053,0.532258064516129,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,5039.0,27.5,147.0,1,78,0,2,2,False,False,False,False,True,1,0,0,0,0,0,0,0,0,1,0,0.3051473684210526,0.12903225806451613,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2624.0,40.1,99.0,2,78,0,2,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.5518105263157895,0.24193548387096775,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4500.0,30.4,207.0,1,78,0,2,2,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.15081052631578948,0.16129032258064516,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,13776.125,41.5,299.0,0,78,1,1,0,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.0788421052631579,0.2903225806451613,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,3332.0,20.0,168.0,0,78,0,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.1821263157894737,0.43548387096774194,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,4376.0,43.5,257.0,1,78,0,2,0,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.4977684210526316,0.27419354838709675,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,2523.0,40.6,91.0,1,78,0,1,0,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0.12135789473684211,0.41935483870967744,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2762.0,10.3,398.0,0,78,0,2,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.06153684210526316,0.6290322580645161,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,2490.0,25.0,86.0,2,77,0,1,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.1706,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,13776.125,22.4,229.0,0,77,1,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.05414736842105263,0.12903225806451613,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1,0,3379.0,11.4,202.0,1,77,0,2,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.43190526315789474,0.20967741935483872,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,7794.0,16.3,110.0,2,77,0,2,1,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.36874736842105266,0.3870967741935484,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,6780.0,3.1,136.0,2,77,0,1,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.40057894736842103,0.1935483870967742,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,12234.0,26.7,171.0,0,77,0,1,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.08701052631578947,0.7903225806451613,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5782.0,22.4,83.0,1,77,0,2,2,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.21686315789473684,0.5483870967741935,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,5971.0,19.9,333.0,2,77,0,0,0,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.1966736842105263,0.04838709677419355,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,10482.0,20.5,401.0,0,77,0,3,0,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0.4587263157894737,0.5161290322580645,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,9175.0,21.9,187.0,2,77,0,3,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.12844210526315789,0.41935483870967744,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,7177.0,28.9,127.0,0,77,0,2,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.32622105263157897,0.27419354838709675,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,6663.0,11.3,350.0,0,77,0,2,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.3490315789473684,0.1774193548387097,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1308.0,14.0,104.0,0,77,0,3,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.37162105263157896,0.016129032258064516,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,3039.0,2.2,428.5,0,77,0,3,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.19101052631578946,0.5967741935483871,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1141.0,44.6,185.0,1,77,0,3,2,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.4122421052631579,0.5967741935483871,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,2927.0,14.2,78.0,1,77,0,2,0,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0,1,0.13781052631578947,0.7741935483870968,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,7565.0,5.9,66.0,1,77,0,2,0,False,False,False,True,False,2,0,1,1,0,0,0,0,0,0,0,0.14290526315789473,0.14516129032258066,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,3689.0,21.1,187.0,2,77,0,3,0,False,False,False,False,True,1,0,0,0,0,0,0,0,0,1,0,0.1984,0.43548387096774194,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,4418.0,23.1,94.0,3,77,0,3,2,False,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0.19938947368421053,0.3064516129032258,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,8107.0,13.7,230.0,1,77,0,2,1,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.23429473684210525,0.6935483870967742,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,5449.0,31.4,147.0,1,77,0,2,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.25530526315789476,0.8064516129032258,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,11613.0,26.3,125.0,1,77,0,1,0,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0.2918,0.3225806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,4456.0,30.0,315.0,1,77,0,2,2,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.12822105263157896,0.03225806451612903,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,6836.0,13.3,73.0,2,77,0,2,2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0.5226315789473684,0.7580645161290323,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,4593.0,5.7,84.0,1,77,0,1,2,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.2751789473684211,0.12903225806451613,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,7797.0,16.3,357.0,0,77,0,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.4928421052631579,0.3225806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,13776.125,1.9,94.0,1,77,1,2,0,False,False,False,False,True,1,0,0,0,0,0,0,0,0,1,0,0.04218947368421053,0.7741935483870968,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,13776.125,22.4,124.0,3,77,0,0,0,False,False,False,True,False,2,0,1,1,0,0,0,0,0,0,0,0.23282105263157896,0.16129032258064516,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,5518.0,12.3,255.0,2,77,0,2,0,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0.07081052631578948,0.5161290322580645,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,2327.0,18.4,398.0,1,77,0,2,2,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.6102736842105263,0.7258064516129032,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,3665.0,21.2,74.0,2,76,0,2,2,False,False,False,True,False,1,0,0,0,0,0,1,0,0,0,0,0.14029473684210525,0.03225806451612903,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3711.0,5.5,274.0,2,76,0,1,2,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.1773894736842105,0.3548387096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,3756.0,13.7,238.0,2,76,0,1,0,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.5674315789473684,0.04838709677419355,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,4065.0,1.7,250.0,1,76,0,1,0,False,False,False,True,False,1,0,0,0,0,0,1,0,0,0,0,0.001568421052631579,0.6612903225806451,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,5427.0,17.5,78.0,2,76,0,0,0,False,True,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.7160328947368421,0.45161290322580644,0,0,0,0,0,0,0,1,0,0,0,0,0,0
