age,gender,city,education_level,employment_status,monthly_income,monthly_bill,internet_usage_gb,call_minutes,contract_type,support_tickets,customer_feedback,churn,tenure_months,financial_risk,education_level_encoded,contract_type_encoded,emp_Employed,emp_Retired,emp_Self-Employed,emp_Student,emp_Unemployed,feedback_category,count_billing,count_support,count_helpful,count_poor,count_expensive,count_unreliable,count_happy,count_satisfied,count_drops,count_slow,monthly_income_scaled,age_scaled,anomaly_pay_not_use,anomaly_happy_leaver,anomaly_genz_call_enthusiast
38,1,Karachi,Bachelor,Student,24915.0,3763.0,19.6,182.0,12-Month,2,Billing issues occurred multiple times,0,80,0,2,2,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0.20963157894736842,0.3225806451612903,0,0,0
61,0,Gujranwala,Master,Retired,12778.0,6438.0,10.5,231.0,Monthly,2,Frequent call drops in my area,1,80,0,3,0,False,True,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.08187368421052632,0.6935483870967742,0,0,0
67,1,Faisalabad,PhD,Employed,64440.0,3082.0,18.9,166.0,Monthly,2,Billing issues occurred multiple times,1,80,0,4,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.6256842105263158,0.7903225806451613,0,0,0
36,1,Lahore,Secondary,Unemployed,18418.0,2254.0,22.7,105.0,Monthly,6,Happy with data packages,1,80,0,1,0,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.1412421052631579,0.2903225806451613,0,0,0
39,0,Islamabad,Secondary,Employed,31188.0,1961.0,29.4,339.0,Monthly,0,Too expensive compared to competitors,0,80,0,1,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.27566315789473683,0.3387096774193548,0,0,0
68,1,Karachi,Bachelor,Employed,34058.0,2592.0,12.8,198.0,Monthly,1,Network quality is good overall,0,80,0,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.3058736842105263,0.8064516129032258,0,0,0
40,1,Rawalpindi,Bachelor,Employed,40632.0,3325.0,8.9,250.0,12-Month,2,Too expensive compared to competitors,0,80,0,2,2,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.37507368421052634,0.3548387096774194,0,0,0
36,1,Rawalpindi,Primary,Employed,38184.0,3606.0,14.0,122.0,Monthly,0,Happy with data packages,0,80,0,0,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.34930526315789473,0.2903225806451613,0,0,0
23,1,Quetta,Secondary,Self-Employed,32054.0,3166.0,35.2,14.0,6-Month,0,Coverage is poor in my location,0,80,0,1,1,False,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0.2847789473684211,0.08064516129032258,0,0,0
57,1,Sialkot,Primary,Self-Employed,26386.0,5998.0,56.9,310.0,12-Month,0,Happy with data packages,0,80,0,0,2,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.2251157894736842,0.6290322580645161,0,0,0
23,0,Karachi,Bachelor,Unemployed,13946.0,2554.0,33.9,94.0,12-Month,1,Customer support was helpful,0,80,0,2,2,False,False,False,False,True,2,0,1,1,0,0,0,0,0,0,0,0.09416842105263158,0.08064516129032258,0,0,0
23,0,Sialkot,Secondary,Student,15101.0,16091.0,15.7,315.0,12-Month,1,Happy with data packages,1,80,1,1,2,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.10632631578947369,0.08064516129032258,0,0,1
24,0,Multan,Secondary,Retired,13761.0,3022.0,2.1,234.0,12-Month,3,Too expensive compared to competitors,1,80,0,1,2,False,True,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.09222105263157895,0.0967741935483871,0,0,1
49,0,Hyderabad,Master,Employed,13171.0,5876.0,7.8,152.0,12-Month,3,Internet speed is very slow,1,80,0,3,2,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.08601052631578947,0.5,0,0,0
47,1,Karachi,Primary,Self-Employed,30874.0,4086.0,19.0,318.0,Monthly,2,Happy with data packages,1,80,0,0,0,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.27235789473684213,0.46774193548387094,0,0,0
34,1,Faisalabad,Bachelor,Employed,33692.0,5621.0,32.5,144.0,Monthly,1,Internet speed is very slow,0,80,0,2,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.30202105263157897,0.25806451612903225,0,0,0
60,0,Lahore,Master,Employed,30150.0,7958.0,7.7,240.0,12-Month,1,Customer support was helpful,0,80,0,3,2,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.26473684210526316,0.6774193548387096,0,0,0
64,0,Quetta,Bachelor,Self-Employed,35263.0,7007.0,10.0,168.0,Monthly,0,Customer support was helpful,0,80,0,2,0,False,False,True,False,False,2,0,1,1,0,0,0,0,0,0,0,0.3185578947368421,0.7419354838709677,0,0,0
22,0,Rawalpindi,Bachelor,Self-Employed,21644.0,1962.0,26.7,235.0,12-Month,0,Internet speed is very slow,0,80,0,2,2,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.1752,0.06451612903225806,0,0,1
64,0,Peshawar,Bachelor,Employed,16755.0,6364.0,26.9,48.0,12-Month,1,Satisfied with the service,0,80,0,2,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.12373684210526316,0.7419354838709677,0,0,0
56,0,Sialkot,Bachelor,Employed,51126.0,1040.0,9.8,69.0,Monthly,1,Network quality is good overall,0,80,0,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.48553684210526316,0.6129032258064516,0,0,0
31,0,Sialkot,Bachelor,Employed,16325.0,12084.0,10.7,281.0,12-Month,3,Frequent call drops in my area,1,79,0,2,2,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.11921052631578948,0.20967741935483872,0,0,0
20,1,Rawalpindi,Secondary,Student,30984.0,11351.0,19.9,123.0,Monthly,2,Billing issues occurred multiple times,1,79,0,1,0,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0.2735157894736842,0.03225806451612903,0,0,0
30,0,Hyderabad,Primary,Unemployed,60116.0,4033.0,26.7,236.0,Monthly,2,Happy with data packages,1,79,0,0,0,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.5801684210526316,0.1935483870967742,0,0,0
42,0,Karachi,Bachelor,Student,15990.0,7350.0,21.6,135.0,Monthly,0,Network quality is good overall,0,79,0,2,0,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.11568421052631579,0.3870967741935484,0,0,0
45,0,Faisalabad,Master,Employed,12611.0,4370.0,10.2,196.0,12-Month,1,Satisfied with the service,0,79,0,3,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.08011578947368421,0.43548387096774194,0,0,0
34,1,Multan,PhD,Unemployed,17154.0,12419.0,16.2,261.0,Monthly,1,Network quality is good overall,1,79,0,4,0,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.12793684210526315,0.25806451612903225,0,0,0
64,0,Faisalabad,Master,Employed,25945.0,7756.0,15.1,162.0,6-Month,2,Too expensive compared to competitors,0,79,0,3,1,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.22047368421052632,0.7419354838709677,0,0,0
23,1,Sialkot,Bachelor,Student,18197.0,3212.0,16.8,71.0,12-Month,0,Coverage is poor in my location,0,79,0,2,2,False,False,False,True,False,1,0,0,0,1,0,0,0,0,0,0,0.13891578947368421,0.08064516129032258,0,0,0
58,0,Quetta,Master,Self-Employed,10225.0,4620.0,16.9,32.0,Monthly,1,Satisfied with the service,1,79,0,3,0,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.055,0.6451612903225806,0,0,0
47,1,Islamabad,Master,Retired,14690.0,4219.0,15.8,17.0,12-Month,0,Frequent call drops in my area,0,79,0,3,2,False,True,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.102,0.46774193548387094,0,0,0
27,1,Karachi,Bachelor,Self-Employed,11351.0,1044.0,41.8,97.0,12-Month,1,Satisfied with the service,0,79,0,2,2,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.06685263157894737,0.14516129032258066,0,0,0
62,0,Lahore,Bachelor,Unemployed,25202.0,6345.0,13.1,113.0,Monthly,1,Coverage is poor in my location,1,79,0,2,0,False,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0.21265263157894737,0.7096774193548387,0,0,0
57,0,Multan,Bachelor,Employed,8795.0,2638.0,11.1,48.0,Monthly,0,Coverage is poor in my location,0,79,0,2,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.039947368421052634,0.6290322580645161,0,0,0
32,0,Quetta,Bachelor,Self-Employed,17378.0,3507.0,16.6,123.0,Monthly,2,Frequent call drops in my area,1,79,0,2,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,0.13029473684210527,0.22580645161290322,0,0,0
24,0,Peshawar,PhD,Employed,58204.0,14735.0,33.6,355.0,Monthly,2,Too expensive compared to competitors,1,79,0,4,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.5600421052631579,0.0967741935483871,0,0,1
20,1,Karachi,Primary,Retired,16037.0,6356.0,23.0,175.0,6-Month,1,Happy with data packages,0,79,0,0,1,False,True,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.11617894736842105,0.03225806451612903,0,0,1
55,1,Islamabad,Master,Unemployed,25184.0,9936.0,10.5,234.0,12-Month,1,Too expensive compared to competitors,0,79,0,3,2,False,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0.21246315789473685,0.5967741935483871,0,0,0
40,1,Karachi,Master,Unemployed,29733.0,2770.0,21.8,112.0,12-Month,4,Billing issues occurred multiple times,1,79,0,3,2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0.2603473684210526,0.3548387096774194,0,0,0
67,0,Quetta,Secondary,Student,19605.0,2580.0,16.8,119.0,Monthly,1,Network quality is good overall,0,79,0,1,0,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.15373684210526317,0.7903225806451613,0,0,0
64,1,Gujranwala,Secondary,Employed,34354.0,2923.0,12.6,295.0,12-Month,1,Happy with data packages,0,79,0,1,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.30898947368421054,0.7419354838709677,0,0,0
27,0,Islamabad,Primary,Employed,53961.0,5382.0,39.4,159.0,6-Month,0,Customer support was helpful,0,79,0,0,1,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.515378947368421,0.14516129032258066,0,0,0
53,0,Rawalpindi,Master,Employed,30007.0,1915.0,12.6,150.0,6-Month,3,Frequent call drops in my area,1,79,0,3,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.2632315789473684,0.5645161290322581,0,0,0
33,0,Hyderabad,Bachelor,Self-Employed,10243.0,3719.0,13.6,249.0,12-Month,0,Service is unreliable during peak hours,0,79,0,2,2,False,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0.055189473684210524,0.24193548387096775,0,0,0
38,1,Gujranwala,Master,Employed,16611.0,4762.0,17.7,545.0,Monthly,2,Coverage is poor in my location,1,79,0,3,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.12222105263157895,0.3225806451612903,0,0,0
50,0,Hyderabad,Secondary,Retired,22486.0,3681.0,3.0,180.0,Monthly,0,Network quality is good overall,1,79,0,1,0,False,True,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.18406315789473685,0.5161290322580645,0,1,0
53,0,Rawalpindi,Bachelor,Retired,15714.0,3822.0,29.3,73.0,Monthly,1,Service is unreliable during peak hours,1,79,0,2,0,False,True,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.11277894736842105,0.5645161290322581,0,0,0
39,0,Quetta,Bachelor,Employed,23267.0,7413.0,7.2,409.0,12-Month,1,Service is unreliable during peak hours,0,79,0,2,2,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.19228421052631578,0.3387096774193548,0,0,0
24,1,Hyderabad,Bachelor,Self-Employed,43895.0,9321.0,6.0,136.0,6-Month,1,Satisfied with the service,0,79,0,2,1,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.40942105263157896,0.0967741935483871,0,0,0
38,1,Rawalpindi,Bachelor,Self-Employed,23008.0,3345.0,6.2,379.0,Monthly,3,Too expensive compared to competitors,1,79,0,2,0,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0.1895578947368421,0.3225806451612903,0,0,0
18,1,Islamabad,Primary,Employed,35409.0,3962.0,20.4,630.0,Monthly,2,Customer support was helpful,1,79,0,0,0,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.32009473684210527,0.0,0,0,1
38,1,Karachi,Primary,Employed,51968.0,10666.0,23.1,170.0,Monthly,0,Frequent call drops in my area,0,78,0,0,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.4944,0.3225806451612903,0,0,0
51,1,Multan,PhD,Student,29762.0,9402.0,16.1,208.0,12-Month,0,Happy with data packages,0,78,0,4,2,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.26065263157894736,0.532258064516129,0,0,0
39,1,Sialkot,Bachelor,Employed,18937.0,9481.0,10.6,487.0,12-Month,1,Network quality is good overall,0,78,0,2,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.14670526315789473,0.3387096774193548,0,0,0
20,0,Karachi,Secondary,Employed,55451.0,1563.0,35.8,274.0,Monthly,0,Coverage is poor in my location,0,78,0,1,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.5310631578947368,0.03225806451612903,0,0,1
29,0,Rawalpindi,Master,Student,28717.0,2320.0,28.0,210.0,Monthly,2,Customer support was helpful,1,78,0,3,0,False,False,False,True,False,2,0,1,1,0,0,0,0,0,0,0,0.24965263157894738,0.1774193548387097,0,0,0
65,0,Lahore,Bachelor,Employed,49811.0,3895.0,14.0,199.0,12-Month,2,Coverage is poor in my location,0,78,0,2,2,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.4716947368421053,0.7580645161290323,0,0,0
29,1,Faisalabad,Secondary,Self-Employed,30171.0,2603.0,15.8,220.0,Monthly,2,Internet speed is very slow,1,78,0,1,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.2649578947368421,0.1774193548387097,0,0,0
54,0,Peshawar,Master,Self-Employed,82727.0,1103.0,41.6,247.0,6-Month,1,Satisfied with the service,0,78,0,3,1,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.7160328947368421,0.5806451612903226,0,0,0
26,0,Rawalpindi,Secondary,Employed,6327.0,1556.0,26.5,476.0,Monthly,0,Frequent call drops in my area,0,78,0,1,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.01396842105263158,0.12903225806451613,0,0,1
63,1,Lahore,Primary,Employed,13596.0,3804.0,29.9,367.0,Monthly,2,Frequent call drops in my area,1,78,0,0,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.09048421052631579,0.7258064516129032,0,0,0
61,1,Gujranwala,PhD,Employed,17858.0,2586.0,23.6,30.0,Monthly,1,Billing issues occurred multiple times,0,78,0,4,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.13534736842105263,0.6935483870967742,0,0,0
25,1,Karachi,Secondary,Employed,50542.0,2369.0,10.7,131.0,Monthly,1,Frequent call drops in my area,0,78,0,1,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.47938947368421053,0.11290322580645161,0,0,0
25,1,Gujranwala,Master,Employed,67094.0,3170.0,10.0,119.0,12-Month,3,Service is unreliable during peak hours,1,78,0,3,2,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.653621052631579,0.11290322580645161,0,0,0
39,1,Multan,PhD,Unemployed,6985.0,2234.0,23.1,114.0,Monthly,2,Service is unreliable during peak hours,1,78,0,4,0,False,False,False,False,True,1,0,0,0,0,0,1,0,0,0,0,0.020894736842105265,0.3387096774193548,0,0,0
37,0,Faisalabad,PhD,Self-Employed,25505.0,3266.0,4.8,134.0,Monthly,1,Internet speed is very slow,1,78,0,4,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.2158421052631579,0.3064516129032258,0,0,0
57,1,Lahore,Bachelor,Employed,42297.0,4931.0,11.1,309.0,12-Month,0,Satisfied with the service,0,78,0,2,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.3926,0.6290322580645161,0,0,0
40,1,Gujranwala,Secondary,Employed,20851.0,12915.0,24.9,257.0,Monthly,1,Coverage is poor in my location,1,78,0,1,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.16685263157894736,0.3548387096774194,0,0,0
63,0,Gujranwala,Master,Self-Employed,16622.0,5211.0,22.6,416.0,Monthly,1,Internet speed is very slow,1,78,0,3,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.12233684210526316,0.7258064516129032,0,0,0
68,0,Islamabad,Secondary,Student,18356.0,5420.0,13.3,275.0,Monthly,2,Too expensive compared to competitors,1,78,0,1,0,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0.14058947368421051,0.8064516129032258,0,0,0
53,1,Rawalpindi,Primary,Employed,17555.0,4294.0,31.3,89.0,12-Month,1,Happy with data packages,0,78,0,0,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.1321578947368421,0.5645161290322581,0,0,0
35,0,Gujranwala,Primary,Employed,18505.0,4846.0,11.5,401.0,12-Month,2,Satisfied with the service,0,78,0,0,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.1421578947368421,0.27419354838709675,0,0,0
51,0,Hyderabad,Bachelor,Employed,19059.0,4980.0,11.6,865.0,12-Month,0,Happy with data packages,0,78,0,2,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.14798947368421053,0.532258064516129,0,0,0
26,1,Quetta,Bachelor,Unemployed,33989.0,5039.0,27.5,147.0,12-Month,1,Frequent call drops in my area,0,78,0,2,2,False,False,False,False,True,1,0,0,0,0,0,0,0,0,1,0,0.3051473684210526,0.12903225806451613,0,0,0
33,1,Multan,Bachelor,Employed,57422.0,2624.0,40.1,99.0,12-Month,2,Network quality is good overall,0,78,0,2,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.5518105263157895,0.24193548387096775,0,0,0
28,1,Quetta,Bachelor,Employed,19327.0,4500.0,30.4,207.0,12-Month,1,Internet speed is very slow,0,78,0,2,2,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.15081052631578948,0.16129032258064516,0,0,0
36,0,Sialkot,Secondary,Unemployed,12490.0,17654.0,41.5,299.0,Monthly,0,Network quality is good overall,1,78,1,1,0,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.0788421052631579,0.2903225806451613,0,1,0
45,0,Faisalabad,Bachelor,Employed,22302.0,3332.0,20.0,168.0,Monthly,0,Happy with data packages,0,78,0,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.1821263157894737,0.43548387096774194,0,0,0
35,1,Karachi,Bachelor,Unemployed,52288.0,4376.0,43.5,257.0,Monthly,1,Satisfied with the service,0,78,0,2,0,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.4977684210526316,0.27419354838709675,0,0,0
44,1,Lahore,Secondary,Self-Employed,16529.0,2523.0,40.6,91.0,Monthly,1,Too expensive compared to competitors,0,78,0,1,0,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0.12135789473684211,0.41935483870967744,0,0,0
57,1,Rawalpindi,Bachelor,Self-Employed,10846.0,2762.0,10.3,398.0,Monthly,0,Internet speed is very slow,0,78,0,2,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.06153684210526316,0.6290322580645161,0,0,0
18,1,Hyderabad,Secondary,Employed,21207.0,2490.0,25.0,86.0,Monthly,2,Satisfied with the service,1,77,0,1,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.1706,0.0,0,0,0
26,0,Peshawar,Bachelor,Employed,10144.0,16520.0,22.4,229.0,Monthly,0,Happy with data packages,1,77,1,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.05414736842105263,0.12903225806451613,0,1,1
31,1,Karachi,Bachelor,Employed,46031.0,3379.0,11.4,202.0,6-Month,1,Satisfied with the service,0,77,0,2,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.43190526315789474,0.20967741935483872,0,0,0
42,0,Islamabad,Bachelor,Employed,40031.0,7794.0,16.3,110.0,6-Month,2,Service is unreliable during peak hours,0,77,0,2,1,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.36874736842105266,0.3870967741935484,0,0,0
30,0,Gujranwala,Secondary,Employed,43055.0,6780.0,3.1,136.0,6-Month,2,Frequent call drops in my area,1,77,0,1,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.40057894736842103,0.1935483870967742,0,0,0
67,1,Multan,Secondary,Employed,13266.0,12234.0,26.7,171.0,Monthly,0,Coverage is poor in my location,1,77,0,1,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.08701052631578947,0.7903225806451613,0,1,0
52,1,Faisalabad,Bachelor,Employed,25602.0,5782.0,22.4,83.0,12-Month,1,Customer support was helpful,0,77,0,2,2,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.21686315789473684,0.5483870967741935,0,0,0
21,0,Faisalabad,Primary,Unemployed,23684.0,5971.0,19.9,333.0,Monthly,2,Satisfied with the service,1,77,0,0,0,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.1966736842105263,0.04838709677419355,0,0,1
50,0,Quetta,Master,Self-Employed,48579.0,10482.0,20.5,401.0,Monthly,0,Billing issues occurred multiple times,0,77,0,3,0,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0.4587263157894737,0.5161290322580645,0,0,0
44,0,Faisalabad,Master,Employed,17202.0,9175.0,21.9,187.0,Monthly,2,Billing issues occurred multiple times,1,77,0,3,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.12844210526315789,0.41935483870967744,0,0,0
35,1,Lahore,Bachelor,Employed,35991.0,7177.0,28.9,127.0,6-Month,0,Satisfied with the service,0,77,0,2,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.32622105263157897,0.27419354838709675,0,0,0
29,1,Islamabad,Bachelor,Employed,38158.0,6663.0,11.3,350.0,6-Month,0,Network quality is good overall,0,77,0,2,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.3490315789473684,0.1774193548387097,0,0,0
19,0,Quetta,Master,Employed,40304.0,1308.0,14.0,104.0,6-Month,0,Frequent call drops in my area,0,77,0,3,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.37162105263157896,0.016129032258064516,0,0,0
55,0,Hyderabad,Master,Employed,23146.0,3039.0,2.2,450.0,Monthly,0,Billing issues occurred multiple times,1,77,0,3,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.19101052631578946,0.5967741935483871,0,1,0
55,1,Peshawar,Master,Employed,44163.0,1141.0,44.6,185.0,12-Month,1,Too expensive compared to competitors,0,77,0,3,2,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.4122421052631579,0.5967741935483871,0,0,0
66,0,Multan,Bachelor,Student,18092.0,2927.0,14.2,78.0,Monthly,1,Internet speed is very slow,0,77,0,2,0,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0,1,0.13781052631578947,0.7741935483870968,0,0,0
27,1,Rawalpindi,Bachelor,Student,18576.0,7565.0,5.9,66.0,Monthly,1,Customer support was helpful,1,77,0,2,0,False,False,False,True,False,2,0,1,1,0,0,0,0,0,0,0,0.14290526315789473,0.14516129032258066,0,0,0
45,1,Peshawar,Master,Unemployed,23848.0,3689.0,21.1,187.0,Monthly,2,Frequent call drops in my area,1,77,0,3,0,False,False,False,False,True,1,0,0,0,0,0,0,0,0,1,0,0.1984,0.43548387096774194,0,0,0
37,1,Karachi,Master,Unemployed,23942.0,4418.0,23.1,94.0,12-Month,3,Coverage is poor in my location,1,77,0,3,2,False,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0.19938947368421053,0.3064516129032258,0,0,0
61,0,Peshawar,Bachelor,Employed,27258.0,8107.0,13.7,230.0,6-Month,1,Coverage is poor in my location,0,77,0,2,1,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.23429473684210525,0.6935483870967742,0,0,0
68,0,Karachi,Bachelor,Employed,29254.0,5449.0,31.4,147.0,Monthly,1,Coverage is poor in my location,0,77,0,2,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.25530526315789476,0.8064516129032258,0,0,0
38,1,Sialkot,Secondary,Student,32721.0,11613.0,26.3,125.0,Monthly,1,Too expensive compared to competitors,1,77,0,1,0,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0.2918,0.3225806451612903,0,0,0
20,0,Peshawar,Bachelor,Employed,17181.0,4456.0,30.0,315.0,12-Month,1,Customer support was helpful,0,77,0,2,2,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.12822105263157896,0.03225806451612903,0,0,1
65,1,Gujranwala,Bachelor,Unemployed,54650.0,6836.0,13.3,73.0,12-Month,2,Billing issues occurred multiple times,0,77,0,2,2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0.5226315789473684,0.7580645161290323,0,0,0
26,1,Multan,Secondary,Unemployed,31142.0,4593.0,5.7,84.0,12-Month,1,Network quality is good overall,0,77,0,1,2,False,False,False,False,True,3,0,0,0,0,0,0,0,0,0,0,0.2751789473684211,0.12903225806451613,0,0,0
38,1,Sialkot,Bachelor,Employed,51820.0,7797.0,16.3,357.0,Monthly,0,Happy with data packages,0,77,0,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.4928421052631579,0.3225806451612903,0,0,0
66,0,Sialkot,Bachelor,Unemployed,9008.0,15515.0,1.9,94.0,Monthly,1,Frequent call drops in my area,1,77,1,2,0,False,False,False,False,True,1,0,0,0,0,0,0,0,0,1,0,0.04218947368421053,0.7741935483870968,0,0,0
28,0,Gujranwala,Primary,Student,27118.0,23122.0,22.4,124.0,Monthly,3,Customer support was helpful,1,77,0,0,0,False,False,False,True,False,2,0,1,1,0,0,0,0,0,0,0,0.23282105263157896,0.16129032258064516,0,0,0
50,1,Lahore,Bachelor,Self-Employed,11727.0,5518.0,12.3,255.0,Monthly,2,Too expensive compared to competitors,1,77,0,2,0,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0.07081052631578948,0.5161290322580645,0,0,0
63,1,Lahore,Bachelor,Employed,62976.0,2327.0,18.4,398.0,12-Month,1,Coverage is poor in my location,0,77,0,2,2,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.6102736842105263,0.7258064516129032,0,0,0
20,0,Faisalabad,Bachelor,Student,18328.0,3665.0,21.2,74.0,12-Month,2,Service is unreliable during peak hours,0,76,0,2,2,False,False,False,True,False,1,0,0,0,0,0,1,0,0,0,0,0.14029473684210525,0.03225806451612903,0,0,0
40,0,Sialkot,Secondary,Self-Employed,21852.0,3711.0,5.5,274.0,12-Month,2,Internet speed is very slow,0,76,0,1,2,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.1773894736842105,0.3548387096774194,0,0,0
21,0,Multan,Secondary,Student,58906.0,3756.0,13.7,238.0,Monthly,2,Satisfied with the service,1,76,0,1,0,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.5674315789473684,0.04838709677419355,0,0,1
